"id","materia","topico","colegio","ano","versao","questao","alt_a","alt_b","alt_c","alt_d","alt_e","gabarito"
"ff980c92-6005-49d9-be97-6b76c48637d3","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"É uma palavra empregada na tirinha (TEXTO 4) que, por meio do processo de derivação, dá ênfase ao estado ânimo do personagem:","volto."," recuperar.","parabéns.","viajando.","cansadaço.","e"
"be7bbaf5-3225-4d84-8f40-fa9664a78d0e","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA," No TEXTO 4, em “Marco uma viagem de **ônibus**”, a palavra em destaque está devidamente acentuada, pois:","a última sílaba é a tônica, portanto é uma palavra oxítona."," a primeira sílaba é a tônica e isso a classifica como paroxítona"," a última é a tônica, desse modo é uma palavra proparoxítona.","a penúltima sílaba é a tônica, o que a classifica como proparoxítona.","a antepenúltima sílaba é a tônica, o que a classifica como proparoxítona. ","e"
"cd91f0af-3f51-46b0-9caa-8f9118a09193","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"**A Vida de Viajante**
**Luiz Gonzaga**

Minha vida é andar por este país
Pra ver se um dia descanso feliz
Guardando as recordações
Das terras onde passei
Andando pelos sertões
E dos amigos que lá deixei

Chuva e sol
Poeira e carvão
Longe de casa
Sigo o roteiro
Mais uma estação
E a alegria no coração

[...]

Mar e terra
Inverno e verão
Mostro o sorriso
Mostro a alegria
Mas eu mesmo não
E a saudade no coração

A canção ‘A Vida do Viajante’ descreve a jornada incessante de um viajante que percorre o país, deixando amigos e memórias por onde passa. Nos versos “Sigo o roteiro / Mais uma estação”, comprova-se que essas viagens representam para o autor:","rotina.","alegria.","surpresa.","tristeza.","indiferença.","a"
"4df06115-047d-45a9-ad80-2e75bdfb29d1","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"Apesar da vida nômade do viajante, observa-se um anseio por paz e por estabilidade no seguinte verso: ","Sigo o roteiro","Andando pelos sertões.","E dos amigos que lá deixei.","Pra ver se um dia descanso feliz","Minha vida é andar por este país.","d"
"bb2b47d4-a988-4ee7-9f21-3ac97f0205f0","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"Observe os seguintes versos da canção A Vida de Viajante:

“Mar e terra
Inverno e verão”

Considerando o contexto da canção, nesses versos, os compositores recorrem a relações de antonímia para alcançar o efeito:","da saudade que sente das terras e dos seus amigos.","de referências físicas transformadas em climáticas.","da comparação do Nordeste com o Sudeste brasileiro.","da passagem do tempo e do movimento realizado pelo viajante.","de expressar sentimentos que não condizem com a realidade dos migrantes","d"
"cfb72584-b76b-42e5-8e78-24f5b893540c","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"  ![](1761935958_Captura de tela 2025-10-31 153906.png){width=300px} 

 a companhia aérea Azul constrói o seu anúncio a partir de uma alteração introduzida na ortografia da Língua Portuguesa pelo Novo Acordo Ortográfico. Marque a alternativa em que a palavra segue a mesma regra de acentuação da palavra “voo”: "," abençoou. ","álcool.","enjoo. ","órfão. ","elétron. ","c"
"e77c37e8-1f0c-4707-ae0a-9c5078542bae","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"  ![](1761936021_Captura de tela 2025-10-31 154013.png){width=300px} 

A pontuação é um recurso utilizado para marcar na escrita pausas, entonações e até gestos que teríamos na situação de fala. O uso das reticências, na tirinha, permite o seguinte efeito de sentido:","indicar dúvidas."," expressar terror.","indicar surpresa","prolongar a ideia ao fim de uma frase","interromper uma pergunta.","d"
"78e85fdb-5fd9-44a6-bb50-e6d00477df37","Português","CMF - 2024/2025","Colégio Militar de Fortaleza",2024,NA,"Na tirinha, a palavra que funciona como um modificador de um adjetivo é:","viagem.","meio.","ansioso.","três.","sonho.","b"
"0b7efdc8-f1f8-4a3d-af5d-fbffa1c15f15","Matemática","I - Sistema de Numeração","Colégio Militar de Curitiba",2024,NA,"Marina e Cauê querem fazer uma festa de aniversário surpresa para o amigo João. Eles realizaram uma pesquisa e concluíram que os melhores preços de salgadinhos e docinhos são:

- 1(uma) centena de salgadinhos vale R$ 70,00.
- 1(uma) dezena de docinhos vale R$ 10,00.

Sabendo que compraram **2 centenas** de salgadinhos e **10 dezenas** de docinhos, então o valor total gasto pela compra de salgadinhos e docinhos foi igual a:
","R$ 240,00","R$ 230,00","R$ 210,00","R$ 200,00","R$ 170,00","a"
"bcc66f1a-02a9-4f19-b4ac-1d1750d654fa","Matemática","I - Sistema de Numeração","Colégio Militar de Curitiba",2024,NA,"Você sabia que existem números super legais chamados PALÍNDROMOS? Eles são especiais porque quando você os lê da esquerda para a direita ou da direita para a esquerda eles continuam iguais. Por exemplo, os números 11 e 121 são PALÍNDROMOS, mas 12 e 123 não são, porque mudam quando lidos da direita para a esquerda.

O número que representa a soma do maior número PALÍNDROMO de dois algarismos e o menor PALÍNDROMO de três algarismos é igual a:","199","200","209","210","219","b"
"530c7c1e-6314-4271-ae69-5b227e8b7797","Matemática","IV - Frações","Colégio Militar de Curitiba",2024,NA,"Nos dias 27 e 28 de julho, o Clube de Orientação Gralha Azul (COGA) do Colégio Militar de Curitiba (CMC) participou da 2ª Etapa do Campeonato Paranaense de Orientação, na cidade da Lapa - PR. Os estudantes do CMC obtiveram excelentes resultados no percurso de Floresta, conforme pode-se observar na tabela abaixo.

  ![](1762192980_Captura de tela 2025-11-03 150219.png){width=300px} 

Considerando os resultados do percurso de Floresta, apresentados na tabela, a probabilidade de escolher aleatoriamente um estudante que ficou em 1º lugar em sua categoria é igual a:
","$\frac{1}{11}$","$\frac{2}{11}$","$\frac{7}{11}$","$\frac{9}{11}$","$\frac{10}{11}$","c"
"f00c6b39-e5a7-4230-98e8-fb76c59ef06b","Matemática","III - Múltiplos e Divisores","Colégio Militar de Curitiba",2024,NA,"Alguns números possuem características especiais e surpreendentes, que são observadas nas operações matemáticas. Por exemplo, nos produtos 23 × 96 e 32 × 69, em que os resultados são os mesmos e iguais a 2 208, nota-se que os algarismos que formam os números 23 e 32 são iguais, mas se apresentam em ordens diferentes. Observe que o mesmo ocorre com os números 96 e 69, que seguem o mesmo padrão matemático, constituídos pelos mesmos algarismos 6 e 9, posicionados em ordens diferentes.

Marcelo é um aluno curioso e muito aplicado em matemática. Durante a aula sobre multiplicação de números naturais, ele reconheceu o padrão matemático descrito acima e, ainda, descobriu que no produto 23 × 96 a multiplicação entre os algarismos das dezenas dava como resultado o mesmo valor da multiplicação entre os algarismos das unidades, ou seja: 2 × 9 (multiplicação dos algarismos das dezenas) = 3 × 6 (multiplicação dos algarismos das unidades) =18.

Dessa forma, baseado nas informações descritas acima e na descoberta de Marcelo, descubra os valores representados por A e B que estão faltando na igualdade entre os produtos abaixo.

$$A2 × B6 = 2A × 6B$$

Observe que os números A2, B6, 2A e 6B são diferentes e possuem duas ordens e uma classe. Com relação aos valores de A e B encontrados, é correto afirmar que são números
","pares.","primos","múltiplos de 12.","ímpares.","consecutivos","e"
"592f007a-2553-4ac8-89f6-6118d8847841","Matemática","III - Múltiplos e Divisores","Colégio Militar de Curitiba",2024,NA,"O cubo mágico é um quebra-cabeça muito interessante e divertido! Ele é formado por um cubo com seis faces quadradas, e cada face é dividida em nove quadradinhos iguais. No começo, cada face tem uma cor diferente: vermelho, azul, verde, amarelo, branco e laranja. O desafio do cubo mágico é misturar essas cores, girando as faces, e depois tentar voltar ao estado inicial, em que cada face tem apenas uma cor

  ![](1762193224_Captura de tela 2025-11-03 150655.png){width=300px} 

A Figura 1 abaixo é um desenho ilustrativo que representa uma das faces de um cubo mágico dividida em nove quadradinhos iguais. Usando apenas as cores azul e branco para pintar os quadradinhos, de quantas formas diferentes essas cores podem aparecer nessa face, considerando que quadradinhos “vizinhos” não apresentam a mesma cor?

**Observação:** quadradinhos “vizinhos” são os que possuem lados comuns.

  ![](1762193278_Captura de tela 2025-11-03 150751.png){width=300px} ","1","2","3","4","5","b"
"247672aa-8163-4816-8537-727b0de9caf5","Matemática","II - As 4 Operações","Colégio Militar de Curitiba",2024,NA,"A palavra ""PERSISTÊNCIA"" significa continuar tentando, mesmo quando algo é difícil. Em Matemática, temos algo parecido chamado ""FATOR DE PERSISTÊNCIA"" de um número. Esse fator mede quantas vezes precisamos multiplicar os algarismos de um número até que ele se transforme em um número com um único algarismo.

Para determinar o ""FATOR DE PERSISTÊNCIA"" de um número, siga os passos abaixo:

1. Multiplique todos os algarismos do número.
2. Pegue o resultado dessa multiplicação e multiplique novamente os seus algarismos.
3. Repita esse processo até obter um número com apenas um algarismo.

O ""FATOR DE PERSISTÊNCIA"" é a quantidade de vezes que você precisou multiplicar os algarismos até chegar a um número com um único algarismo. Por exemplo, o número 1234 tem um “FATOR DE PERSISTÊNCIA” igual a 2, porque você precisa multiplicar os algarismos duas vezes para chegar a um número com apenas um único algarismo, como mostra a figura.

  ![](1762193343_Captura de tela 2025-11-03 150857.png){width=300px} 

Agora é a sua vez! O “FATOR DE PERSISTÊNCIA” do número 1378 é igual a:","1","2","3","4","5","d"
"1dc8d5c0-eb5d-4d79-ac3c-e5ac710eaa90","Matemática","VI - Medidas Geométricas","Colégio Militar de Curitiba",2024,NA,"Uma loja de brinquedos embala seus produtos em caixas com diferentes formatos. As imagens ilustrativas abaixo representam as planificações dessas caixas. 

  ![](1762193418_Captura de tela 2025-11-03 151010.png){width=300px} 

Lunna comprou, nessa loja, um brinquedo para seu filho e escolheu o formato da Caixa 2 para embalar o produto.

A partir da planificação dessa caixa, a atendente montou um sólido geométrico cuja soma do número de vértices com o número de faces é igual a:
","22","20","18","17","15","d"
"4b193493-1a8a-4d62-ac0c-51c5f09ad666","Matemática","IV - Frações","Colégio Militar de Curitiba",2024,NA," Na festa junina da escola, a barraca da professora Renata ofereceu uma prenda especial composta de uma caixinha de surpresas juninas, cheia de deliciosos doces típicos como pé de moleque, canjica e cocada, além de um colorido chapéu de festa junina. Para ganhar a prenda especial os estudantes deveriam resolver um desafio: calcular a soma total dos resultados de quatro expressões numéricas e apresentar o resultado final na forma decimal. As expressões estão contidas em bandeirolas que enfeitavam a barraca, conforme a figura abaixo.

  ![](1762193516_Captura de tela 2025-11-03 151149.png){width=300px} 

A aluna Lorena resolveu corretamente o desafio e ganhou a prenda especial. Assinale a opção que representa a resposta correta que Lorena apresentou à professora Renata."," 5,50","5,75","5,80","6,00","6,25","c"
"0ab922e0-ac2c-4d3f-bbc0-1c2bbc12eca4","Matemática","V - Números Decimais","Colégio Militar de Curitiba",2024,NA,"Um canal do YouTube, focado em experiências, curiosidades e desafios divertidos, realizou uma pesquisa com seus seguidores sobre vídeos favoritos. Sabendo que dos 6,22 milhões de seguidores 8% não participaram da pesquisa, o número de seguidores que participaram da pesquisa foi igual a:","5 823 400","5 722 400","572 240","497 600","49 760","b"
"5141d524-03dc-4966-836f-285c148a4066","Matemática","V - Números Decimais","Colégio Militar de Curitiba",2024,NA,"As fortes chuvas no Rio Grande do Sul trouxeram 14,2 trilhões de litros de água para o lago Guaíba na primeira semana de maio, segundo o Instituto de Pesquisas Hidráulicas (IPH) da Universidade Federal do Rio Grande do Sul (UFRGS). Essa enorme quantidade extra de água fez o lago Guaíba transbordar, causando uma situação de emergência em Porto Alegre.

Para melhor compreensão, o volume adicional de água que o lago Guaíba recebeu corresponde a, aproximadamente, metade do volume do reservatório da usina hidrelétrica de Itaipu, a segunda maior geradora de energia do mundo, que atinge 29 trilhões de litros de água quando está em sua capacidade máxima.

Considerando as informações no texto acima, julgue as afirmativas como sendo verdadeiras ou falsas.

1ª) O número 14,2 trilhões possui 5 classes e 14 ordens.
2ª) A metade de 29 trilhões de litros de água é igual a 14.500 milhões de litros de água.
3ª) Se 1.000 litros de água ocupam o mesmo espaço que 1 metro cúbico (m³) de água, então o lago Guaíba recebeu 14,2 bilhões de m³ de água.
4ª) Se em uma piscina olímpica cabem 1.420.000 litros de água, então a quantidade extra de água que o lago Guaíba recebeu é suficiente para encher completamente 10.000.000 de piscinas olímpicas.

Assinale a quantidade de afirmativas verdadeiras acima.","0","1","2","3","4","d"
"e6a55be1-bd7f-4967-864a-78233c56e01c","Matemática","VI - Medidas Geométricas","Colégio Militar de Curitiba",2024,NA,"A **Figura 1** abaixo representa um desenho ilustrativo de uma gaveta de um armário de cozinha usada para guardar talheres. Essa gaveta é dividida em quatro compartimentos (paralelepípedos retângulos) iguais, cada um com 10 cm de altura.

  ![](1762193852_Captura de tela 2025-11-03 151724.png){width=300px} 

A **Figura 2** abaixo, composta por quatro retângulos iguais (**I, II, III e IV**), representa um desenho ilustrativo da vista superior do fundo da gaveta.


  ![](1762193917_Captura de tela 2025-11-03 151831.png){width=300px} 

Sabendo-se que o perímetro do polígono ABCD é igual a 280 cm, o volume do poliedro (paralelepípedo retângulo) que representa a gaveta é, em dm³, igual a:","12","48","120","12 000","48 000","b"
"9fc9a95e-395c-40d5-932f-f78c0de52bc8","Matemática","II - As 4 Operações","Colégio Militar de Curitiba",2024,NA,"Camila está ajudando sua mãe a arrumar os talheres na gaveta da cozinha. Ela constatou que havia 50 talheres distribuídos entre dois compartimentos da gaveta. Para melhor organizá-los, ela retirou alguns talheres de cada um. Em um dos compartimentos, retirou metade dos talheres que havia no começo, e no outro, deixou apenas um terço do que tinha no início. Quando Camila terminou, ela percebeu que os dois compartimentos ficaram com a mesma quantidade de talheres.

O número de talheres que existiam inicialmente no compartimento da gaveta do qual Camila havia retirado a metade dos talheres é igual a:","10","18","20","25","30","c"
"912f48df-f6f1-435a-bf7e-2f354d27d588","Matemática","I - Sistema de Numeração","Colégio Militar de Curitiba",2024,NA,"Nathalia e Ana Luiza adoram desafios matemáticos. Para desafiar Ana Luiza, Nathalia criou um sistema de numeração, chamado Aurélios, em que os números são representados apenas com três símbolos: $\psi , \phi , \kappa$.

Tomando como unidade o símbolo $\psi$, ela estabeleceu as seguintes regras:

• Cada número não pode ter três ou mais símbolos repetidos.
• O símbolo $\phi$ vale $\psi \psi \psi$.
• O símbolo $\kappa$ vale $\phi \phi \phi$.

Em seguida, propôs o desafio: se tivéssemos a quantidade de 25 unidades de contagem ($\psi$), a escrita no sistema Aurélios de numeração seria","$\kappa \kappa \phi \phi \psi$","$\kappa \kappa \phi \psi \psi$","$\kappa \phi \phi \psi \psi \psi$","$\kappa \kappa \phi \phi \psi \psi$","$\kappa \kappa \kappa \phi \psi$","a"
"0fb2375a-0827-4134-8c41-e50d768ec19c","Matemática","IV - Frações","Colégio Militar de Curitiba",2024,NA,"Durante a aula de Matemática, o professor Eduardo separou os alunos em grupos e distribuiu uma folha de cartolina para cada um dos grupos. Pediu que cortassem 7 quadrados de mesmo tamanho: A, B, C, D, E, F e G. Em seguida, solicitou que dividissem os quadrados B, C, D, E, F e G em partes iguais (com régua, lápis ou caneta), numerando algumas das partes de cada um dos quadrados B, C, D, E, F e G, conforme as figuras ilustrativas abaixo:

  ![](1762194472_Captura de tela 2025-11-03 152744.png){width=300px} 

O professor Eduardo, ao explicar para os grupos do que se tratava a atividade, afirmou que cada parte numerada de 1 a 6 representa uma fração do quadrado A (conforme figura ilustrativa acima). Assim, solicitou aos grupos que cortassem as partes numeradas dos quadrados B, C, D, E e G (partes 1, 2, 3, 4 e 6), conforme as figuras ilustrativas a seguir:

  ![](1762194441_Captura de tela 2025-11-03 152714.png){width=300px} 

Ao final, o professor Eduardo pediu aos grupos que calculassem a soma das frações que representam as respectivas partes escolhidas, de acordo com as figuras ilustrativas acima.

O grupo da aluna Cristina conseguiu realizar a atividade proposta corretamente e no menor tempo possível. Como representante do grupo, Cristina respondeu ao professor Eduardo que o seu grupo encontrou como resultado da soma das frações relativas às partes 1, 2, 3, 4 e 6 do quadrado A uma fração","imprópria de denominador 16.","imprópria com denominador 4."," aparente com denominador 8.","própria com denominador 4","própria de denominador 16.","a"
"83e7d8e7-df75-493a-a573-464e46b59a1e","Matemática","IV - Frações","Colégio Militar de Curitiba",2024,NA,"Paula é uma menina criativa que decidiu vender colares com pingentes. Depois de fazer uma pesquisa, ela escolheu 7 tipos diferentes de pingentes para usar na montagem de cada colar: caranguejo, tartaruga, estrela, cavalo-marinho, polvo, concha e golfinho.

Para fazer os colares, Paula usou uma corrente comprida e colocou os pingentes sempre na mesma ordem: caranguejo, tartaruga, estrela, cavalo-marinho, polvo, concha e golfinho. A figura ilustrativa abaixo mostra a corrente e os dois primeiros colares produzidos por Paula, cada um com 7 pingentes.

  ![](1762194718_Captura de tela 2025-11-03 153150.png){width=300px} 

O pingente que ocupará a 158º posição na corrente, mantendo-se a ordem descrita acima, é a(o)"," tartaruga.","estrela.","polvo.","concha","cavalo-marinho.","e"
"301fd657-eda9-4e15-8746-e50f6ac29757","Matemática","VII - Tratamento da Informação","Colégio Militar de Curitiba",2024,NA,"O Colégio Militar de Curitiba organizou a primeira fase de uma competição de hipismo, chamada Copa Garança 2024, que aconteceu em Ponta Grossa – PR entre os dias 2 e 4 de agosto deste ano.

Participaram da competição várias equipes formadas por alunos de Colégios Militares de todo o Brasil, incluindo Curitiba (CMC), Porto Alegre (CMPA), Santa Maria (CMSM), Fortaleza (CMF) e Belo Horizonte (CMBH). Nos três dias, os alunos competiram nas categorias **séries 60 cm, 80 cm e 90 cm**, aberta e por equipe.

O gráfico de barras abaixo apresenta a pontuação final das cinco equipes mais bem classificadas dentre as que competiram na categoria **série 80 cm**.

  ![](1762194848_Captura de tela 2025-11-03 153402.png){width=300px} 

Considerando os dados apresentados no gráfico, julgue as afirmativas como sendo verdadeiras ou falsas.

1ª) A equipe do CMBH terminou a competição em 4º lugar.
2ª) A pontuação final obtida pela equipe do CMF é maior que 20% da pontuação final obtida pela equipe do CMPA.
3ª) Três das cinco melhores equipes que competiram na categoria série 80 cm alcançaram uma pontuação final inferior à média aritmética das pontuações dessas cinco equipes.
4ª) Mesmo que a equipe do CMC perdesse 42 pontos, a equipe do CMF ganhasse mais 25 pontos e a equipe do CMBH tivesse obtido mais 17 pontos, a média aritmética das pontuações das cinco melhores equipes não mudaria.

Assinale a quantidade de afirmativas verdadeiras acima","0","1","2","3","4","c"
"4c86b642-96aa-4c93-9552-fb0c9282d671","Matemática","III - Múltiplos e Divisores","Colégio Militar de Curitiba",2024,NA,"Um grupo de crianças decidiu organizar uma brincadeira de caça ao tesouro no bairro onde moram. Elas numeraram as casas do bairro de 1 a 280 e colocaram uma “dica” em frente de cada casa. Para tornar a brincadeira mais divertida, decidiram colocar “dicas especiais” em frente às casas cujos números tivessem pelo menos um algarismo 6 em alguma posição, como, por exemplo, nas casas 16, 66 ou 106. Nas outras casas, cujos números não têm o algarismo 6 em nenhuma posição, elas colocaram “dicas normais”.

O número de fatores primos diferentes que aparecem na decomposição do número que representa a diferença entre a quantidade de casas com “dicas normais” e a quantidade de casas com “dicas especiais’ é igual a:

**GLOSSÁRIO:** “dica” = informação boa ou importante","1","2","3","4","5","c"
"ea91388f-468a-4bd0-8f62-5df831d25e4e","Matemática","VI - Medidas Geométricas","Colégio Militar de Curitiba",2024,NA,"A quadra de esportes de uma escola tem a forma de um retângulo com 20 metros de comprimento e 12 metros de largura. Pretende-se realizar uma reforma nessa quadra em que o novo comprimento seja igual a 27 metros e a nova largura, 16 metros. Sendo assim, três novas áreas extras retangulares serão acrescentadas à quadra, como mostra a figura abaixo.

  ![](1762195199_Captura de tela 2025-11-03 153952.png){width=300px} 

Sabe-se que as três áreas extras serão pintadas e que o custo para pintar cada metro quadrado é R$ 80,00. Para calcular esse custo, Maurício, que adora matemática, escreveu uma expressão numérica cujo resultado representa corretamente o custo total, em real, para pintar essas três áreas extras. Dessa forma, assinale a única alternativa que apresenta a expressão numérica escrita por Maurício.","(20 + 7) × (12 + 4) – (12 × 20) × 80","80 × [(20 × 12) + 7 × (4 + 12)]"," [(20 + 7) × (12 + 4)] × 80"," 80 × (20 × 12) + (7 × 12)","[4 × (20 + 7) + (12 × 7)] × 80","e"
"fc0bae7f-3a7b-4e5f-a1be-64fff1a6c1ce","Matemática","VI - Medidas Geométricas","Colégio Militar de Curitiba",2024,NA,"Na malha quadriculada abaixo, todos os quadradinhos são iguais. Nela está representado um paralelogramo de vértices A, B, C e D dividido em quatro regiões poligonais: I, II, III e IV. A região II é um quadrilátero e as demais são triângulos. Sabendo que os vértices dos polígonos I, II, III e IV coincidem com vértices de quadradinhos da malha, julgue as afirmativas como sendo verdadeiras ou falsas.

1ª) A área da região I é a metade da área da região III.
2ª) A área da região II é $\frac{5}{16}$ da área da região IV.
3ª) A soma das áreas das regiões II e IV é igual a 81,25% da área do paralelogramo ABCD.
4ª) A área do triângulo DEF é igual a área da região I.

  ![](1762195354_Captura de tela 2025-11-03 154201.png){width=300px} 

Assinale a quantidade de afirmativas verdadeiras acima.","0","1","2","3","4","d"
"f1936f7a-a09b-401c-b2ec-0f129853509e","Matemática","III - Múltiplos e Divisores","Colégio Militar de Curitiba",2024,NA,"Júlia é uma menina muito curiosa. Certo dia, teve uma ideia diferente e bem interessante: construir um cubo de madeira com vários buracos. Para construí-lo, executou os seguintes passos:

**PASSO 1**: construiu um cubo de madeira com 27 cm de aresta (Figura 1).
**PASSO 2**: dividiu cada face do cubo em 9 quadradinhos iguais.
**Observação**: o cubo ficou subdividido em 27 cubos menores (Figura 2).
**PASSO 3**: removeu o cubo localizado no meio de cada face e o cubo central no interior do cubo original.
**Observação**: restaram 20 cubos menores (Figura 2).
**PASSO 4**: repetiu os passos 2 e 3 para cada um dos 20 cubos menores restantes, determinando então um cubo de madeira cheio de buracos (Figura 3).

  ![](1762195529_Captura de tela 2025-11-03 154516.png){width=300px} 

O volume do cubo, em cm³, cheio de buracos (Figura 3) construído pela Júlia é um número cuja soma dos algarismos vale:","9","18","27","36","45","a"
"0c61d5fb-45b3-447f-8726-aa0d1d8353b2","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"TEXTO I

**Meu diário**
**7 de julho**

Pai é um negócio complicado, o meu, o do Toninho, do Mauro, do Joca, do Zé Luís e do Beto são mais ou menos. O meu deixa jogar na rua, mas nada de chegar perto da avenida. O Toninho está terminantemente proibido de ir ao bar do Seu Porfírio. O do Beto é bem brabo, só que nunca está em casa: por isso, o Beto é o maior folgado e faz o que quer. Também, quando o pai chega, mixou a brincadeira. O do Joca é que nem o meu. O do Zé Luís deixa, mas é obrigatório voltar às seis em ponto e o do Mauro às vezes deixa tudo, outras dá bronca que Deus me livre, tudo na tal língua estrangeira que ele inventou.

**De acordo com a leitura e interpretação do texto “Meu diário”, é correto afirmar que este texto tem como objetivo:**","Criticar todos os pais apresentando seus inúmeros defeitos.","Instruir o leitor sobre o modo de tratar os pais, mesmo com seus defeitos.","Contar sobre a necessidade de entender como os pais são e o que fazem."," Informar uma história fantasiosa sobre o cotidiano dos pais e suas relações familiares.","Mostrar as características paternas e como os pais agem com seus filhos. ","e"
"f2fadbf9-0dc0-42bf-b0ff-cfb26d50f64c","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"Na oração “o Beto é o maior folgado”, o que significa a expressão “folgado”?","Beto usa roupas largas.","Beto gosta de lugares amplos.","Beto tem menos restrições.","Beto não tem medo do pai.","Beto brinca raramente.","c"
"2b0f58c7-c1e4-4a38-8579-f4fb84443121","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"Analise o tipo de narrador empregado no texto. É correto afirmar que:","Há narrador-personagem em 3ª pessoa.","Há narrador-personagem em 1ª pessoa.","Há narrador-observador em 3ª pessoa","Há narrador-onisciente em 2ª pessoa."," Há narrador-personagem em 2ª pessoa","b"
"13e14f1b-af66-4793-8887-14be65d706fc","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No período “Também, quando o pai chega, **mixou** a brincadeira”, o termo “mixou” pode ser corretamente substituído, sem prejuízo de sentido no contexto, por:","misturou","começou","consolidou","encerrou","fortaleceu","d"
"22d0195e-75b3-492a-b25c-b91af3beccd4","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"Conforme interpretação do TEXTO I, analise o seguinte período: “O [pai] do Beto é bem brabo, só que nunca está em casa: por isso, o Beto é o maior folgado e faz o que quer.”. Nesse período, o sinal de dois pontos indica","uma contradição","uma adversidade","uma oposição","uma explicação","uma exclusão","d"
"943d4aa1-e16b-4842-9cc5-ccf2c125c1e5","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"Na oração “**quando** o pai chega”, a expressão destacada transmite a ideia de:","Lugar.","Tempo.","Modo.","Dúvida.","Espaço.","b"
"8105983c-d3ce-478b-8a96-7c5bec0157e6","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"**Harry Potter e a Câmara Secreta**

Harry, Rony e Hermione sempre souberam que Hagrid tinha uma lamentável queda por criaturas
grandes e monstruosas. Durante o primeiro ano de Hogwarts, ele tentara criar um dragão em sua casinha de madeira e levaria muito tempo para os garotos esquecerem o gigantesco cachorro de três cabeças a que ele dera o nome de “Fofo”. Se quando criança, Hagrid tivesse ouvido falar que havia um monstro escondido em algum lugar do castelo, Harry tinha certeza de que ele teria feito o possível para dar uma espiada. E provavelmente pensaria que era uma vergonha o monstro ficar preso tanto tempo e que merecia uma oportunidade de esticar as pernas.

**No período “Se quando criança, Hagrid tivesse ouvido falar que havia um monstro escondido em algum lugar do castelo, Harry tinha certeza de que ele teria feito o possível para dar uma espiada.”, o termo “ele” se refere a:**","Harry.","Hermione.","Rony.","Hagrid.","Hogwarts.","d"
"4fb29cf6-1c95-413a-a2b6-5daa914b5740","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No trecho “o gigantesco cachorro de três cabeças a que ele dera o nome de ‘Fofo’”, o nome do cachorro “Fofo” foi dado por se tratar de uma:","Coincidência.","Honraria.","Semelhança.","Maldição.","Ironia.","e"
"7da19b7c-d442-4efd-90e1-f521b4380643","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No período “Harry, Rony e Hermione sempre souberam que Hagrid tinha uma **lamentável** queda por criaturas grandes e monstruosas.”. O termo “lamentável” pode ser corretamente substituído, sem prejuízo de sentido no contexto, por:","Infeliz.","Bendita.","Apreciável.","Divertida.","Notável.","a"
"e200e050-c31f-4a64-9e74-31303e298d76","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No período “Harry tinha certeza de que ele teria feito o possível para dar uma **espiada.**”, o termo “espiada” pode ser classificado como um:","Verbo.","Substantivo.","Adjetivo.","Pronome","Conjunção","b"
"f2175f64-5560-418b-bf12-78b87b366562","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No período “e que merecia uma oportunidade de **esticar as pernas.**”, a expressão destacada significa que:","Ele iria morrer, esticar as canelas","Ele iria crescer, pois ainda era criança.","Ele iria ficar livre, ter mais espaço.","Ele iria fugir, pois era solitário.","Ele sentaria para encolher as pernas.","c"
"5ac9d687-3c06-4b07-9d79-3495ba4d3971","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"**BILHETE**

Se tu me amas, ama-me baixinho
Não o grites de cima dos telhados
Deixa em paz os passarinhos
Deixa em paz a mim!
Se me queres,
enfim,
tem de ser bem devagarinho, Amada,
que a vida é breve, e o amor mais breve ainda...

O título, lido em conjunto com o conteúdo do TEXTO III, revela que:","Trata-se de um texto do gênero textual diário.","Trata-se de um bilhete para o autor deste texto.","Em vez de escrever um bilhete, o autor prefere gritar.","É um poema em que o eu poético escreve um bilhete para os leitores","É um poema que apresenta um bilhete dirigido à Amada do eu poético. ","e"
"06b236f6-aa2e-4b48-8b7b-3078168c549e","Português","CMC - 2024/2025","Colégio Militar de Curitiba",2024,NA,"No TEXTO III, o autor utiliza o recurso da antonímia ao contrastar as palavras:","Baixinho/ grites.","Paz/ devagarinho.","Vida/ amor.","Passarinho/ devagarinho.","Queres/ grites.","a"
